,gender,car,reality,income_total,income_type,edu_type,family_type,house_type,work_phone,home_phone,email,occup_type,family_size,begin_month,credit,days_unemployed,income_unemployed,Age,birth_month,birth_week,ages_employed,employ_month,employ_week,ages_unemployed,unemploy_month,unemploy_week,income_family
22579,F,N,Y,225000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,No job,2.0,8,2.0,9604,23.4277384423157,26,4.0,3.0,0,8.0,3.0,26,8.0,0.0,112500.0
22580,F,N,Y,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Accountants,1.0,25,2.0,11476,14.900662251655628,54,2.0,0.0,23,4.0,0.0,31,10.0,3.0,171000.0
22581,M,Y,Y,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,38,2.0,22731,6.928863666358717,62,1.0,3.0,0,0.0,0.0,62,1.0,3.0,78750.0
22582,F,N,Y,135000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,High skill tech staff,3.0,1,1.0,11218,12.034230700659654,43,9.0,3.0,12,7.0,0.0,30,1.0,2.0,45000.0
22583,F,N,N,211500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,No job,2.0,32,2.0,15588,13.568129330254042,47,10.0,0.0,4,7.0,1.0,42,3.0,2.0,105750.0
22584,F,N,Y,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,No job,1.0,25,1.0,21979,6.142226670913145,60,8.0,0.0,0,7.0,0.0,60,0.0,3.0,135000.0
22585,M,Y,Y,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,9,2.0,22692,3.966155473294553,62,0.0,1.0,0,0.0,0.0,62,0.0,1.0,45000.0
22586,F,N,Y,67500.0,Pensioner,Incomplete higher,Separated,House / apartment,0,1,0,No job,1.0,5,2.0,21471,3.1437753248567835,58,7.0,3.0,0,0.0,0.0,58,7.0,3.0,67500.0
22587,F,N,N,135000.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,Core staff,2.0,19,2.0,8225,16.41337386018237,33,0.0,2.0,11,2.0,3.0,22,10.0,3.0,67500.0
22588,F,N,N,97650.0,Pensioner,Higher education,Separated,Municipal apartment,0,1,0,No job,1.0,12,2.0,22186,4.4014243216442805,60,7.0,1.0,0,0.0,0.0,60,7.0,1.0,97650.0
22589,M,Y,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,4.0,21,2.0,12073,9.318313592313427,35,1.0,0.0,2,6.0,0.0,33,6.0,0.0,28125.0
22590,F,N,Y,157500.0,Working,Higher education,Civil marriage,With parents,0,0,0,Accountants,2.0,5,0.0,7564,20.822316234796403,22,10.0,0.0,1,10.0,0.0,20,0.0,0.0,78750.0
22591,F,N,Y,157500.0,State servant,Higher education,Married,House / apartment,0,0,0,Managers,2.0,43,2.0,14557,10.819536992512193,60,7.0,0.0,20,2.0,0.0,39,5.0,3.0,78750.0
22592,F,Y,Y,225000.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Managers,3.0,48,2.0,16199,13.889746280634608,46,2.0,0.0,2,2.0,2.0,44,11.0,2.0,75000.0
22593,F,Y,N,315000.0,Working,Higher education,Married,House / apartment,1,1,0,Managers,4.0,2,0.0,11140,28.276481149012568,37,3.0,2.0,7,4.0,3.0,30,11.0,3.0,78750.0
22594,F,N,Y,135000.0,Pensioner,Lower secondary,Married,House / apartment,0,0,0,No job,2.0,9,2.0,22569,5.981656254153928,61,8.0,0.0,0,0.0,0.0,61,8.0,0.0,67500.0
22595,F,N,Y,126000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,1,Accountants,2.0,0,1.0,12246,10.289073983341499,40,1.0,0.0,7,1.0,2.0,33,0.0,1.0,63000.0
22596,F,Y,Y,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,0,0,0,Sales staff,3.0,14,2.0,10948,12.331019364267446,39,10.0,3.0,9,5.0,3.0,29,4.0,0.0,45000.0
22597,F,N,Y,157500.0,State servant,Higher education,Married,House / apartment,0,0,0,No job,2.0,25,2.0,8698,18.107610945044836,25,10.0,2.0,1,8.0,3.0,23,1.0,2.0,78750.0
22598,F,N,Y,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,3,1.0,19038,14.182161991805861,62,11.0,3.0,9,0.0,0.0,52,10.0,3.0,135000.0
22599,M,N,Y,31500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,20,0.0,22564,1.396029072859422,61,8.0,3.0,0,0.0,0.0,61,8.0,3.0,15750.0
22600,M,Y,Y,675000.0,State servant,Higher education,Married,House / apartment,0,0,0,High skill tech staff,2.0,40,2.0,9712,69.501647446458,32,1.0,1.0,6,1.0,2.0,26,11.0,3.0,337500.0
22601,F,N,N,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2.0,6,2.0,9116,14.809126810004388,33,8.0,1.0,8,4.0,3.0,24,3.0,2.0,67500.0
22602,F,N,N,135000.0,State servant,Secondary / secondary special,Separated,House / apartment,0,0,0,Medicine staff,2.0,31,0.0,11002,12.270496273404836,44,10.0,3.0,14,3.0,3.0,30,6.0,3.0,67500.0
22603,F,N,Y,81000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,4.0,42,2.0,10865,7.455131155085136,33,5.0,0.0,4,3.0,3.0,29,2.0,0.0,20250.0
22604,F,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,15,1.0,13453,8.362447037835427,37,6.0,1.0,1,1.0,3.0,36,4.0,1.0,56250.0
22605,F,Y,N,168750.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,13,1.0,21027,8.02539591953203,57,4.0,3.0,0,0.0,0.0,57,4.0,3.0,84375.0
22606,F,N,Y,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,58,1.0,13129,6.855053697920634,50,3.0,1.0,14,9.0,2.0,35,5.0,3.0,45000.0
22607,M,N,Y,189000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,3.0,30,2.0,16237,11.640081295805876,46,9.0,2.0,1,8.0,3.0,44,1.0,3.0,63000.0
22608,F,N,Y,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,0,0,0,No job,1.0,14,2.0,22802,5.920533286553811,62,4.0,1.0,0,0.0,0.0,62,4.0,1.0,135000.0
22609,F,Y,Y,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,1,Medicine staff,2.0,17,2.0,11302,11.944788533003008,35,5.0,1.0,4,0.0,2.0,30,4.0,2.0,67500.0
22610,M,Y,Y,225000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Laborers,1.0,2,0.0,11268,19.968051118210862,36,3.0,0.0,5,11.0,2.0,30,3.0,1.0,225000.0
22611,F,N,N,162000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2.0,9,2.0,13430,12.062546537602383,54,6.0,2.0,18,3.0,3.0,36,3.0,2.0,81000.0
22612,F,N,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2.0,46,2.0,11665,13.50192884697814,50,3.0,0.0,18,10.0,2.0,31,4.0,2.0,78750.0
22613,M,Y,N,135000.0,Working,Higher education,Married,House / apartment,1,0,0,Laborers,3.0,29,2.0,14490,9.316770186335404,48,6.0,1.0,9,3.0,3.0,39,3.0,2.0,45000.0
22614,M,Y,Y,238500.0,Working,Higher education,Married,With parents,0,0,0,Laborers,2.0,58,1.0,9585,24.88262910798122,33,10.0,1.0,7,2.0,3.0,26,7.0,1.0,119250.0
22615,F,Y,N,328500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Realty agents,2.0,15,0.0,10691,30.726779534187635,34,3.0,1.0,5,6.0,1.0,29,8.0,3.0,164250.0
22616,F,N,Y,81000.0,Pensioner,Lower secondary,Married,House / apartment,0,0,0,No job,2.0,13,1.0,21801,3.715425897894592,59,6.0,2.0,0,0.0,0.0,59,6.0,2.0,40500.0
22617,F,N,Y,216000.0,Working,Higher education,Single / not married,House / apartment,0,1,0,Core staff,2.0,19,2.0,8730,24.742268041237114,28,2.0,1.0,4,11.0,2.0,23,3.0,3.0,108000.0
22618,F,N,N,135000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,Cooking staff,1.0,30,0.0,19785,6.823351023502654,54,3.0,0.0,0,4.0,2.0,54,11.0,2.0,135000.0
22619,M,N,N,216000.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,1,Laborers,3.0,48,2.0,10528,20.51671732522796,35,11.0,1.0,6,8.0,1.0,28,2.0,0.0,72000.0
22620,F,N,Y,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Realty agents,4.0,2,1.0,10841,12.452725763305969,33,10.0,1.0,3,8.0,0.0,29,1.0,0.0,33750.0
22621,F,N,Y,112500.0,State servant,Higher education,Married,House / apartment,0,0,1,Core staff,2.0,15,2.0,10089,11.150758251561106,37,5.0,0.0,10,4.0,3.0,27,0.0,1.0,56250.0
22622,M,Y,N,450000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3.0,10,2.0,14840,30.32345013477089,46,11.0,0.0,5,9.0,0.0,40,2.0,0.0,150000.0
22623,F,N,Y,121500.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,0,0,Accountants,2.0,38,2.0,10880,11.167279411764707,30,11.0,1.0,0,9.0,3.0,29,2.0,2.0,60750.0
22624,F,N,N,135000.0,Commercial associate,Higher education,Married,With parents,0,0,1,Core staff,2.0,45,1.0,14947,9.031912758413059,42,8.0,2.0,1,1.0,3.0,40,6.0,3.0,67500.0
22625,F,N,Y,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2.0,30,2.0,15342,10.26593664450528,48,8.0,3.0,5,0.0,3.0,42,7.0,3.0,78750.0
22626,M,Y,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,3.0,51,2.0,12701,12.400598378080467,41,3.0,1.0,6,0.0,2.0,34,3.0,2.0,52500.0
22627,M,Y,Y,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Drivers,1.0,0,0.0,16240,13.854679802955665,49,1.0,1.0,4,0.0,1.0,44,1.0,0.0,225000.0
22628,F,N,N,202500.0,Working,Lower secondary,Married,House / apartment,1,0,0,No job,6.0,5,2.0,10807,18.737855093920608,35,10.0,2.0,5,10.0,2.0,29,0.0,3.0,33750.0
22629,M,Y,Y,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,1.0,16,1.0,7371,36.63003663003663,24,4.0,3.0,4,10.0,2.0,20,5.0,1.0,270000.0
22630,F,N,Y,171000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,No job,2.0,17,1.0,19961,8.566705074896047,54,5.0,3.0,0,0.0,0.0,54,5.0,3.0,85500.0
22631,M,Y,Y,179100.0,Commercial associate,Secondary / secondary special,Married,Office apartment,0,0,0,Drivers,2.0,12,2.0,15401,11.629114992532953,44,1.0,2.0,2,4.0,2.0,42,9.0,0.0,89550.0
22632,F,N,Y,126000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,3.0,16,1.0,9956,12.655685014061872,37,7.0,1.0,9,11.0,3.0,27,7.0,2.0,42000.0
22633,F,Y,N,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,Laborers,2.0,39,0.0,11488,19.58565459610028,33,9.0,0.0,1,10.0,3.0,31,10.0,1.0,112500.0
22634,M,Y,N,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,28,2.0,9232,12.18587521663778,27,11.0,2.0,2,3.0,3.0,25,7.0,2.0,56250.0
22635,F,Y,Y,90000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,No job,2.0,15,2.0,21452,4.195413015103487,58,7.0,0.0,0,0.0,0.0,58,7.0,0.0,45000.0
22636,F,N,Y,202500.0,Working,Higher education,Married,House / apartment,1,1,1,No job,2.0,18,2.0,7182,28.195488721804512,28,6.0,1.0,8,6.0,3.0,19,11.0,2.0,101250.0
22637,M,N,Y,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,Low-skill Laborers,2.0,24,2.0,13615,6.6103562247521115,41,0.0,2.0,4,2.0,1.0,37,9.0,1.0,45000.0
22638,M,N,Y,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,1.0,47,2.0,16749,10.746910263299302,48,6.0,1.0,3,0.0,0.0,45,6.0,0.0,180000.0
22639,F,N,N,117000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,No job,1.0,15,2.0,23056,5.074600971547537,63,0.0,1.0,0,0.0,0.0,63,0.0,1.0,117000.0
22640,F,N,N,67500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2.0,52,1.0,8087,8.346729318659577,27,8.0,3.0,5,2.0,0.0,22,5.0,3.0,33750.0
22641,M,N,N,360000.0,Working,Lower secondary,Married,House / apartment,0,0,1,Laborers,3.0,5,1.0,11567,31.123022391285552,34,0.0,2.0,2,10.0,1.0,31,1.0,0.0,120000.0
22642,F,N,Y,135000.0,Working,Secondary / secondary special,Married,Rented apartment,0,0,0,Laborers,2.0,58,1.0,11960,11.2876254180602,39,5.0,3.0,7,2.0,3.0,32,2.0,0.0,67500.0
22643,M,Y,Y,306000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,17,0.0,19292,15.861496993572466,53,7.0,0.0,1,0.0,0.0,52,7.0,0.0,153000.0
22644,F,N,Y,225000.0,Working,Higher education,Married,House / apartment,0,0,0,No job,4.0,26,2.0,7324,30.720917531403604,27,10.0,0.0,7,6.0,2.0,20,4.0,2.0,56250.0
22645,F,Y,Y,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,4.0,12,2.0,9344,21.67166095890411,34,1.0,2.0,9,1.0,3.0,25,11.0,2.0,50625.0
22646,F,Y,Y,315000.0,State servant,Higher education,Widow,House / apartment,0,1,1,No job,2.0,30,1.0,17808,17.68867924528302,49,7.0,0.0,1,2.0,0.0,48,5.0,0.0,157500.0
22647,F,Y,N,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2.0,2,1.0,14251,11.051856010104554,55,1.0,0.0,16,6.0,0.0,39,7.0,3.0,78750.0
22648,F,N,Y,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,58,2.0,20590,14.205925206410878,56,2.0,1.0,0,0.0,0.0,56,2.0,1.0,146250.0
22649,M,Y,Y,810000.0,Commercial associate,Higher education,Married,House / apartment,1,1,1,No job,3.0,24,2.0,13909,58.23567474297218,50,0.0,3.0,12,4.0,0.0,38,7.0,3.0,270000.0
22650,F,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Sales staff,2.0,42,1.0,13030,8.633921719109747,42,1.0,0.0,6,10.0,3.0,35,2.0,1.0,56250.0
22651,M,N,N,90000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Drivers,2.0,14,2.0,14197,6.339367472001127,39,4.0,2.0,0,11.0,1.0,38,5.0,0.0,45000.0
22652,M,N,Y,360000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2.0,36,1.0,18553,19.40386999407104,52,8.0,1.0,2,1.0,3.0,50,6.0,2.0,180000.0
22653,M,Y,N,157500.0,Working,Incomplete higher,Married,With parents,1,0,0,Drivers,2.0,14,1.0,8164,19.29201371876531,24,4.0,3.0,2,8.0,1.0,22,8.0,2.0,78750.0
22654,F,N,Y,90000.0,Pensioner,Lower secondary,Married,House / apartment,0,1,0,No job,2.0,32,2.0,22319,4.032438729333752,61,11.0,0.0,0,0.0,0.0,61,11.0,0.0,45000.0
22655,F,Y,Y,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Sales staff,3.0,0,1.0,16869,5.335230304108127,46,4.0,2.0,0,6.0,0.0,46,10.0,1.0,30000.0
22656,F,N,Y,225000.0,Working,Higher education,Separated,House / apartment,0,0,0,Private service staff,1.0,12,2.0,15734,14.300241515190034,44,7.0,0.0,0,11.0,0.0,43,8.0,3.0,225000.0
22657,F,N,Y,180000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Laborers,2.0,7,2.0,14437,12.467964258502459,41,9.0,2.0,1,8.0,3.0,39,1.0,2.0,90000.0
22658,F,N,Y,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,35,0.0,22381,8.04253607971047,61,2.0,1.0,0,0.0,0.0,61,2.0,1.0,90000.0
22659,M,Y,N,229500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,3.0,49,2.0,17323,13.24828263002944,59,2.0,3.0,11,0.0,0.0,47,1.0,2.0,76500.0
22660,M,Y,N,337500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Managers,3.0,28,2.0,13464,25.066844919786096,39,2.0,3.0,2,9.0,0.0,36,4.0,3.0,112500.0
22661,M,Y,N,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,2.0,25,0.0,12561,25.077621208502507,35,3.0,2.0,1,4.0,3.0,34,10.0,2.0,157500.0
22662,M,Y,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,28,2.0,7919,17.04760702108852,27,7.0,2.0,5,7.0,2.0,21,11.0,3.0,67500.0
22663,F,Y,Y,270000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,No job,1.0,10,2.0,9484,28.46900042176297,29,7.0,1.0,3,3.0,2.0,25,4.0,2.0,270000.0
22664,F,N,Y,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Core staff,1.0,7,2.0,8032,25.211653386454184,23,5.0,2.0,1,1.0,2.0,22,3.0,3.0,202500.0
22665,M,Y,Y,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Drivers,3.0,49,1.0,12143,9.264596887095445,36,6.0,0.0,2,10.0,2.0,33,8.0,2.0,37500.0
22666,M,Y,Y,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,22,2.0,14263,9.46504942859146,49,3.0,2.0,10,8.0,0.0,39,7.0,1.0,67500.0
22667,F,N,N,135000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,High skill tech staff,2.0,12,1.0,11666,11.572089833704784,37,8.0,2.0,5,3.0,3.0,31,4.0,2.0,67500.0
22668,M,N,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Drivers,3.0,26,2.0,8362,24.21669457067687,26,2.0,3.0,3,11.0,1.0,22,2.0,2.0,67500.0
22669,F,N,N,157500.0,Commercial associate,Higher education,Married,House / apartment,1,1,0,Laborers,2.0,11,2.0,15594,10.100038476337053,46,9.0,0.0,3,6.0,0.0,42,3.0,3.0,78750.0
22670,M,N,Y,247500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,2.0,9,2.0,17101,14.472837845740015,50,5.0,0.0,3,11.0,1.0,46,6.0,3.0,123750.0
22671,F,N,N,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,0,0,No job,1.0,18,2.0,21861,12.350761630300536,59,8.0,3.0,0,0.0,0.0,59,8.0,3.0,270000.0
22672,F,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,11,2.0,9929,11.330446167791319,27,4.0,1.0,0,9.0,3.0,27,6.0,2.0,56250.0
22673,F,Y,N,202500.0,Commercial associate,Incomplete higher,Separated,House / apartment,0,1,1,Accountants,1.0,50,1.0,12752,15.879861982434129,38,1.0,1.0,3,8.0,0.0,34,5.0,1.0,202500.0
22674,M,Y,N,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,No job,3.0,5,1.0,12114,22.288261515601782,37,7.0,1.0,3,11.0,2.0,33,7.0,2.0,90000.0
22675,F,N,Y,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,50,1.0,24058,2.3380995926510932,65,9.0,0.0,0,0.0,0.0,65,9.0,0.0,28125.0
22676,M,N,Y,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Laborers,1.0,23,1.0,6735,20.044543429844097,30,7.0,0.0,11,11.0,2.0,18,8.0,2.0,135000.0
22677,F,Y,Y,225000.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Managers,3.0,13,2.0,13833,16.26545217957059,45,10.0,1.0,7,5.0,1.0,37,5.0,0.0,75000.0
22678,F,N,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,3.0,6,2.0,8587,23.582159077675556,26,10.0,3.0,3,0.0,0.0,23,10.0,2.0,67500.0
22679,F,Y,Y,117000.0,State servant,Secondary / secondary special,Married,House / apartment,0,1,1,No job,2.0,23,2.0,10941,10.693720866465588,36,1.0,1.0,6,8.0,2.0,29,4.0,3.0,58500.0
22680,F,N,Y,157500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,No job,3.0,1,0.0,9942,15.84188292094146,37,0.0,3.0,10,4.0,3.0,27,7.0,0.0,52500.0
22681,F,N,Y,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,No job,2.0,41,2.0,20085,14.563106796116505,55,9.0,1.0,0,0.0,0.0,55,9.0,1.0,146250.0
22682,F,N,N,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2.0,52,2.0,13679,11.513999561371445,49,8.0,1.0,12,8.0,3.0,37,11.0,2.0,78750.0
22683,F,N,Y,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,3,1.0,18233,14.808314594416718,49,7.0,0.0,0,0.0,0.0,49,7.0,0.0,135000.0
22684,F,N,Y,360000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0,0,0,Sales staff,2.0,48,2.0,14890,24.1773002014775,49,3.0,1.0,8,10.0,1.0,40,4.0,3.0,180000.0
22685,F,N,Y,157500.0,Working,Incomplete higher,Single / not married,House / apartment,1,1,0,Medicine staff,1.0,1,1.0,9403,16.749973412740616,26,7.0,3.0,0,5.0,0.0,25,1.0,3.0,157500.0
22686,F,N,N,90000.0,State servant,Secondary / secondary special,Married,Rented apartment,0,0,0,Core staff,2.0,9,0.0,16070,5.600497822028625,47,9.0,3.0,3,2.0,3.0,44,7.0,3.0,45000.0
22687,F,N,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,No job,2.0,30,2.0,16125,9.767441860465116,52,11.0,3.0,8,1.0,3.0,44,9.0,3.0,78750.0
22688,F,N,N,112500.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,0,0,0,No job,1.0,23,2.0,21629,5.201350039299089,59,0.0,1.0,0,0.0,0.0,59,0.0,1.0,112500.0
22689,M,Y,N,247500.0,State servant,Higher education,Married,With parents,1,1,1,Core staff,2.0,13,2.0,9805,25.2422233554309,33,7.0,3.0,6,5.0,2.0,26,2.0,0.0,123750.0
22690,F,N,Y,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,0,0,1,Core staff,3.0,9,2.0,8692,36.240220892774964,30,1.0,0.0,6,11.0,3.0,23,1.0,1.0,105000.0
22691,F,N,Y,112500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Sales staff,3.0,41,1.0,10759,10.456362115438237,39,10.0,2.0,9,11.0,1.0,29,10.0,1.0,37500.0
22692,F,Y,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2.0,16,1.0,15415,7.298086279597794,47,9.0,1.0,4,11.0,3.0,42,9.0,2.0,56250.0
22693,F,N,Y,141750.0,Pensioner,Higher education,Married,House / apartment,0,1,0,No job,2.0,32,2.0,20345,6.967313836323421,55,6.0,2.0,0,0.0,0.0,55,6.0,2.0,70875.0
22694,F,Y,Y,202500.0,State servant,Higher education,Single / not married,House / apartment,0,0,1,Core staff,1.0,25,2.0,11452,17.68250087320992,38,2.0,2.0,7,5.0,2.0,31,9.0,0.0,202500.0
22695,F,Y,N,247500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Medicine staff,1.0,36,2.0,9021,27.43598270701696,27,1.0,3.0,3,0.0,2.0,24,0.0,0.0,247500.0
22696,F,Y,Y,135000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,No job,2.0,5,2.0,20228,6.673917342297805,55,2.0,1.0,0,0.0,0.0,55,2.0,1.0,67500.0
22697,F,N,Y,202500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Medicine staff,2.0,11,2.0,14269,14.191604176886958,41,10.0,2.0,2,2.0,3.0,39,7.0,2.0,101250.0
22698,F,N,N,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,0,1,0,No job,2.0,29,1.0,7838,14.353151314110743,27,3.0,1.0,6,5.0,2.0,21,9.0,3.0,56250.0
